,total_points,total_pointsALL,minutesALL,goals_concededALL,influenceALL,bonusALL,bpsALL,ict_indexALL,clean_sheetsALL,red_cardsALL,yellow_cardsALL,now_costALL,GW,opponent_strength_overall,opponent_strength_attack,AV_bonus_past5,AV_bps_past5,AV_clean_sheets_past5,AV_goals_conceded_past5,AV_ict_index_past5,AV_influence_past5,AV_minutes_past5,AV_penalties_saved_past5,AV_saves_past5,AV_total_points_past5,AV_value_past5,team_strength_rank,opponent_strength_rank
34634,2,71,2700,62,890.2,3,513,88.8,2,0,3,45,27,1285,1220,0.0,19.4,0.0,3.2,4.34,43.56,90.0,0.0,5.4,2.0,45.0,18,4
34635,3,71,2700,62,890.2,3,513,88.8,2,0,3,45,11,1370,1350,0.0,19.0,0.0,2.6,4.04,40.44,90.0,0.0,5.4,2.4,45.0,18,3
34636,2,71,2700,62,890.2,3,513,88.8,2,0,3,45,16,1365,1360,0.0,19.2,0.0,2.8,4.16,41.64,90.0,0.0,5.6,2.2,45.0,18,1
34637,2,71,2700,62,890.2,3,513,88.8,2,0,3,45,10,1160,1140,0.0,17.2,0.0,2.6,3.4,33.96,90.0,0.0,4.6,2.0,45.0,18,4
34638,1,71,2700,62,890.2,3,513,88.8,2,0,3,45,7,1050,1050,0.0,15.8,0.0,2.2,3.06,30.68,90.0,0.0,4.0,2.0,45.0,18,19
34639,1,71,2700,62,890.2,3,513,88.8,2,0,3,45,19,1030,1045,0.0,14.6,0.0,2.0,2.54,25.4,90.0,0.0,3.4,1.8,45.0,18,20
34640,2,71,2700,62,890.2,3,513,88.8,2,0,3,45,6,1100,1105,0.0,13.8,0.0,2.0,2.16,21.56,90.0,0.0,2.8,1.6,45.0,18,14
34641,1,71,2700,62,890.2,3,513,88.8,2,0,3,45,14,1100,1110,0.0,13.0,0.0,2.2,2.06,20.44,90.0,0.0,2.6,1.4,45.0,18,13
34642,1,71,2700,62,890.2,3,513,88.8,2,0,3,45,5,1055,1050,0.0,11.0,0.0,1.8,1.38,13.76,90.0,0.0,2.0,1.2,45.0,18,11
34643,3,71,2700,62,890.2,3,513,88.8,2,0,3,45,13,1100,1120,0.0,12.8,0.0,1.6,2.0,20.0,90.0,0.0,3.0,1.6,45.0,18,16
34644,2,71,2700,62,890.2,3,513,88.8,2,0,3,45,3,1125,1080,0.0,14.0,0.0,1.8,2.52,25.28,90.0,0.0,3.6,1.8,45.0,18,8
34645,3,71,2700,62,890.2,3,513,88.8,2,0,3,45,7,1095,1125,0.0,14.6,0.0,1.8,2.84,28.6,90.0,0.0,3.8,2.0,45.0,18,15
34646,1,71,2700,62,890.2,3,513,88.8,2,0,3,45,4,1145,1140,0.0,14.2,0.0,1.6,2.6,26.24,90.0,0.0,3.4,2.0,45.0,18,10
34647,0,71,2700,62,890.2,3,513,88.8,2,0,3,45,23,1105,1050,0.0,15.6,0.0,2.2,3.0,30.16,90.0,0.0,3.6,1.8,45.0,18,6
34648,2,71,2700,62,890.2,3,513,88.8,2,0,3,45,29,1100,1125,0.0,14.0,0.0,2.2,2.36,23.76,90.0,0.0,2.6,1.6,45.0,18,17
34649,3,71,2700,62,890.2,3,513,88.8,2,0,3,45,12,1125,1130,0.0,13.2,0.0,1.8,2.06,20.64,90.0,0.0,2.2,1.8,45.0,18,7
34650,6,71,2700,62,890.2,3,513,88.8,2,0,3,45,18,1280,1210,0.0,14.8,0.2,1.6,1.9,18.92,90.0,0.0,2.0,2.4,45.0,18,6
34651,3,71,2700,62,890.2,3,513,88.8,2,0,3,45,9,1065,1050,0.0,17.6,0.2,1.6,2.64,26.28,90.0,0.0,3.0,2.8,45.0,18,17
34652,1,71,2700,62,890.2,3,513,88.8,2,0,3,45,24,1040,1020,0.0,17.8,0.2,1.4,2.36,23.48,90.0,0.0,2.6,3.0,45.0,18,20
34653,2,71,2700,62,890.2,3,513,88.8,2,0,3,45,20,1190,1150,0.0,19.2,0.2,1.8,2.74,27.2,90.0,0.0,3.2,3.0,45.0,18,8
34702,1,4,135,2,42.8,0,24,4.3,0,0,0,39,11,1145,1140,0.0,0.8,0.0,0.0,0.06,0.52,9.0,0.0,0.0,0.2,39.0,13,10
34703,0,4,135,2,42.8,0,24,4.3,0,0,0,39,29,1045,1050,0.0,0.8,0.0,0.0,0.06,0.52,9.0,0.0,0.0,0.2,39.0,13,19
34704,0,4,135,2,42.8,0,24,4.3,0,0,0,39,16,1030,1045,0.0,0.8,0.0,0.0,0.06,0.52,9.0,0.0,0.0,0.2,39.0,13,20
34705,0,4,135,2,42.8,0,24,4.3,0,0,0,39,9,1050,1050,0.0,0.8,0.0,0.0,0.06,0.52,9.0,0.0,0.0,0.2,39.0,13,19
34706,3,4,135,2,42.8,0,24,4.3,0,0,0,39,8,1125,1130,0.0,4.8,0.0,0.4,0.86,8.56,27.0,0.0,1.2,0.8,39.0,13,7
34707,0,4,135,2,42.8,0,24,4.3,0,0,0,39,24,1100,1085,0.0,4.0,0.0,0.4,0.8,8.04,18.0,0.0,1.2,0.6,39.0,13,14
34708,0,4,135,2,42.8,0,24,4.3,0,0,0,39,17,1285,1220,0.0,4.0,0.0,0.4,0.8,8.04,18.0,0.0,1.2,0.6,39.0,13,4
34709,0,4,135,2,42.8,0,24,4.3,0,0,0,39,12,1240,1210,0.0,4.0,0.0,0.4,0.8,8.04,18.0,0.0,1.2,0.6,39.0,13,3
34710,0,4,135,2,42.8,0,24,4.3,0,0,0,39,20,1070,1080,0.0,4.0,0.0,0.4,0.8,8.04,18.0,0.0,1.2,0.6,39.0,13,16
35648,2,58,2198,63,755.0,7,429,75.6,1,0,2,45,4,1100,1125,0.0,18.0,0.0,2.0,2.8,27.6,90.0,0.0,4.0,2.0,45.0,20,15
35649,0,58,2198,63,755.0,7,429,75.6,1,0,2,45,14,1045,1050,0.0,15.0,0.0,3.5,2.0,19.8,90.0,0.0,3.0,1.0,45.0,20,19
35650,0,58,2198,63,755.0,7,429,75.6,1,0,2,45,27,1365,1370,0.0,10.0,0.0,2.33,1.33,13.2,60.0,0.0,2.0,0.67,45.0,20,2
35651,3,58,2198,63,755.0,7,429,75.6,1,0,2,45,5,1170,1110,0.25,14.0,0.0,2.25,2.22,22.1,67.5,0.0,3.5,1.25,45.0,20,5
35652,1,58,2198,63,755.0,7,429,75.6,1,0,2,45,2,1065,1050,0.2,14.2,0.0,2.2,2.14,21.2,72.0,0.0,3.2,1.2,45.0,20,17
35653,3,58,2198,63,755.0,7,429,75.6,1,0,2,45,18,1160,1140,0.2,13.0,0.0,2.0,2.0,19.92,72.0,0.0,3.0,1.4,45.0,20,4
35654,1,58,2198,63,755.0,7,429,75.6,1,0,2,45,22,1070,1080,0.2,11.8,0.0,1.2,1.96,19.56,61.6,0.0,2.8,1.6,45.0,20,16
35655,9,58,2198,63,755.0,7,429,75.6,1,0,2,45,16,1100,1055,0.8,17.4,0.2,1.2,2.56,25.6,79.6,0.0,3.6,3.4,45.0,20,13
35656,2,58,2198,63,755.0,7,429,75.6,1,0,2,45,17,1125,1080,0.6,15.0,0.2,1.2,2.04,20.44,79.6,0.0,2.8,3.2,45.0,20,8
35657,3,58,2198,63,755.0,7,429,75.6,1,0,2,45,15,1370,1350,0.6,16.0,0.2,1.2,2.6,26.04,79.6,0.0,3.6,3.6,45.0,20,3
35658,0,58,2198,63,755.0,7,429,75.6,1,0,2,45,10,1350,1370,0.6,15.6,0.2,2.0,2.5,24.92,79.6,0.0,3.4,3.0,45.0,20,2
35659,3,58,2198,63,755.0,7,429,75.6,1,0,2,45,7,1100,1055,0.6,18.8,0.2,2.2,3.16,31.52,90.0,0.0,4.4,3.4,45.0,20,10
35660,1,58,2198,63,755.0,7,429,75.6,1,0,2,45,23,1285,1220,0.0,16.8,0.0,3.2,3.16,31.4,90.0,0.0,4.4,1.8,45.0,20,4
35661,0,58,2198,63,755.0,7,429,75.6,1,0,2,45,28,1100,1055,0.0,14.0,0.0,2.8,2.7,26.8,72.0,0.0,3.6,1.4,45.0,20,12
35662,2,58,2198,63,755.0,7,429,75.6,1,0,2,45,21,1145,1140,0.0,13.4,0.0,2.8,2.3,22.92,72.0,0.0,3.0,1.2,45.0,20,10
35663,5,58,2198,63,755.0,7,429,75.6,1,0,2,45,12,1100,1070,0.4,15.4,0.0,2.0,2.72,27.12,72.0,0.0,3.6,2.2,45.0,20,9
35664,4,58,2198,63,755.0,7,429,75.6,1,0,2,45,1,1100,1120,0.4,15.4,0.0,1.8,1.86,18.48,72.0,0.0,3.8,2.4,45.0,20,16
35665,0,58,2198,63,755.0,7,429,75.6,1,0,2,45,26,1100,1085,0.4,11.8,0.0,0.8,1.26,12.56,54.0,0.0,3.0,2.2,45.0,20,14
35666,2,58,2198,63,755.0,7,429,75.6,1,0,2,45,11,1100,1105,0.4,14.0,0.0,1.0,1.6,16.04,72.0,0.0,3.4,2.6,45.0,20,14
35667,0,58,2198,63,755.0,7,429,75.6,1,0,2,45,6,1280,1210,0.4,14.8,0.0,2.2,2.2,22.0,72.0,0.0,4.2,2.2,45.0,20,6
35668,1,58,2198,63,755.0,7,429,75.6,1,0,2,45,20,1355,1350,0.0,13.2,0.0,2.4,1.84,18.48,72.0,0.0,3.6,1.4,45.0,20,1
35669,4,58,2198,63,755.0,7,429,75.6,1,0,2,45,3,1365,1360,0.2,13.8,0.0,2.6,2.82,28.28,72.0,0.0,3.6,1.4,45.0,20,1
35670,2,58,2198,63,755.0,7,429,75.6,1,0,2,45,9,1220,1210,0.2,16.6,0.0,3.0,3.14,31.56,90.0,0.0,4.2,1.8,45.0,20,7
35671,3,58,2198,63,755.0,7,429,75.6,1,0,2,45,24,1055,1020,0.2,17.6,0.0,3.0,3.3,33.12,90.0,0.0,4.6,2.0,45.0,20,18
35672,3,58,2198,63,755.0,7,429,75.6,1,0,2,45,13,1100,1130,0.2,17.4,0.0,2.0,3.08,31.0,90.0,0.0,4.8,2.6,45.0,20,12
35673,0,58,2198,63,755.0,7,429,75.6,1,0,2,45,8,1055,1050,0.2,18.0,0.0,2.2,3.16,31.76,90.0,0.0,5.2,2.4,45.0,20,11
35674,2,58,2198,63,755.0,7,429,75.6,1,0,2,45,25,1210,1180,0.0,17.6,0.0,2.8,3.16,31.68,90.0,0.0,5.2,2.0,45.0,20,9
35675,2,58,2198,63,755.0,7,429,75.6,1,0,2,45,19,1090,1060,0.0,17.2,0.0,3.0,3.2,32.0,90.0,0.0,5.2,2.0,45.0,20,18
