,total_points,value,goals_scoredALL,assistsALL,total_pointsALL,minutesALL,goals_concededALL,creativityALL,influenceALL,threatALL,bonusALL,bpsALL,ict_indexALL,red_cardsALL,yellow_cardsALL,now_costALL,GW,opponent_strength_overall,opponent_strength_attack,opponent_strength_defence,AV_assists_past5,AV_bonus_past5,AV_bps_past5,AV_creativity_past5,AV_goals_conceded_past5,AV_goals_scored_past5,AV_ict_index_past5,AV_influence_past5,AV_minutes_past5,AV_threat_past5,AV_total_points_past5,AV_value_past5,team_strength_rank,opponent_strength_rank
17950,9,60,7,2,86,1965,31,277.2,367.2,605,8,277,123.6,0,5,57,1,1230,1150,1310,0.0,0.6,13.4,11.02,1.2,0.4,4.46,19.12,51.0,14.6,3.4,58.2,13,5
17951,2,58,7,2,86,1965,31,277.2,367.2,605,8,277,123.6,0,5,57,17,1285,1220,1350,0.0,0.6,11.8,8.88,0.8,0.4,4.76,19.56,60.6,19.2,3.6,58.6,13,4
17952,7,58,7,2,86,1965,31,277.2,367.2,605,8,277,123.6,0,5,57,19,1100,1105,1100,0.0,0.8,16.8,12.62,1.4,0.6,6.26,26.8,59.6,23.2,4.6,58.2,13,14
17953,11,60,7,2,86,1965,31,277.2,367.2,605,8,277,123.6,0,5,57,2,1055,1050,1060,0.2,1.2,24.4,13.04,1.2,0.8,8.24,33.48,65.2,35.8,6.8,58.4,13,11
17954,1,61,7,2,86,1965,31,277.2,367.2,605,8,277,123.6,0,5,57,5,1105,1050,1160,0.2,1.2,19.2,14.1,1.4,0.6,8.54,28.56,79.8,42.6,6.0,59.4,13,6
17984,1,48,0,0,10,60,3,14.3,3.6,38,0,19,5.3,0,1,48,28,1125,1130,1120,0.0,0.0,3.0,0.5,0.0,0.0,0.1,0.4,2.0,0.0,1.0,48.0,15,7
17985,0,49,0,0,10,60,3,14.3,3.6,38,0,19,5.3,0,1,48,11,1210,1180,1240,0.0,0.0,1.5,0.25,0.0,0.0,0.05,0.2,1.0,0.0,0.5,48.5,15,9
17986,0,49,0,0,10,60,3,14.3,3.6,38,0,19,5.3,0,1,48,16,1190,1150,1230,0.0,0.0,1.0,0.17,0.0,0.0,0.03,0.13,0.67,0.0,0.33,48.67,15,8
17987,0,50,0,0,10,60,3,14.3,3.6,38,0,19,5.3,0,1,48,1,1175,1180,1170,0.0,0.0,0.75,0.12,0.0,0.0,0.02,0.1,0.5,0.0,0.25,49.0,15,11
17988,0,48,0,0,10,60,3,14.3,3.6,38,0,19,5.3,0,1,48,18,1170,1110,1230,0.0,0.0,0.6,0.1,0.0,0.0,0.02,0.08,0.4,0.0,0.2,48.8,15,5
17989,1,49,0,0,10,60,3,14.3,3.6,38,0,19,5.3,0,1,48,13,1220,1210,1230,0.0,0.0,1.0,2.36,0.0,0.0,0.36,0.0,1.6,1.6,0.2,49.0,15,7
17990,0,48,0,0,10,60,3,14.3,3.6,38,0,19,5.3,0,1,48,20,1100,1085,1115,0.0,0.0,1.0,2.36,0.0,0.0,0.36,0.0,1.6,1.6,0.2,48.8,15,14
17991,1,48,0,0,10,60,3,14.3,3.6,38,0,19,5.3,0,1,48,23,1230,1150,1310,0.0,0.0,0.8,2.42,0.0,0.0,0.78,0.64,3.6,5.0,0.4,48.6,15,5
17992,0,48,0,0,10,60,3,14.3,3.6,38,0,19,5.3,0,1,48,21,1285,1220,1350,0.0,0.0,0.8,2.42,0.0,0.0,0.78,0.64,3.6,5.0,0.4,48.2,15,4
17993,0,50,0,0,10,60,3,14.3,3.6,38,0,19,5.3,0,1,48,4,1030,1045,1020,0.0,0.0,0.8,2.42,0.0,0.0,0.78,0.64,3.6,5.0,0.4,48.6,15,20
17994,0,48,0,0,10,60,3,14.3,3.6,38,0,19,5.3,0,1,48,17,1045,1050,1040,0.0,0.0,-0.2,0.06,0.0,0.0,0.42,0.64,2.0,3.4,0.2,48.4,15,19
17995,0,48,0,0,10,60,3,14.3,3.6,38,0,19,5.3,0,1,48,26,1100,1070,1135,0.0,0.0,-0.2,0.06,0.0,0.0,0.42,0.64,2.0,3.4,0.2,48.4,15,9
17996,1,49,0,0,10,60,3,14.3,3.6,38,0,19,5.3,0,1,48,8,1100,1130,1075,0.0,0.0,0.4,0.02,0.0,0.0,0.0,0.0,0.2,0.0,0.2,48.6,15,12
17997,0,50,0,0,10,60,3,14.3,3.6,38,0,19,5.3,0,1,48,2,1160,1140,1180,0.0,0.0,0.4,0.02,0.0,0.0,0.0,0.0,0.2,0.0,0.2,49.0,15,4
17998,0,48,0,0,10,60,3,14.3,3.6,38,0,19,5.3,0,1,48,25,1100,1120,1085,0.0,0.0,0.4,0.02,0.0,0.0,0.0,0.0,0.2,0.0,0.2,48.6,15,16
17999,0,48,0,0,10,60,3,14.3,3.6,38,0,19,5.3,0,1,48,22,1055,1050,1060,0.0,0.0,0.4,0.02,0.0,0.0,0.0,0.0,0.2,0.0,0.2,48.6,15,11
18000,0,49,0,0,10,60,3,14.3,3.6,38,0,19,5.3,0,1,48,12,1070,1080,1060,0.0,0.0,0.4,0.02,0.0,0.0,0.0,0.0,0.2,0.0,0.2,48.8,15,16
18004,1,49,0,0,10,60,3,14.3,3.6,38,0,19,5.3,0,1,48,14,1065,1050,1080,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.2,49.0,15,17
18005,0,50,0,0,10,60,3,14.3,3.6,38,0,19,5.3,0,1,48,3,1100,1105,1100,0.0,0.0,0.2,0.1,0.2,0.0,0.12,0.0,6.4,1.4,0.2,49.2,15,14
18006,0,48,0,0,10,60,3,14.3,3.6,38,0,19,5.3,0,1,48,19,1365,1360,1370,0.0,0.0,0.2,0.1,0.2,0.0,0.12,0.0,6.4,1.4,0.2,49.0,15,1
18007,1,48,0,0,10,60,3,14.3,3.6,38,0,19,5.3,0,1,48,27,1145,1140,1150,0.0,0.0,0.6,0.1,0.4,0.0,0.2,0.0,6.6,2.2,0.4,48.8,15,10
18008,1,48,0,0,10,60,3,14.3,3.6,38,0,19,5.3,0,1,48,24,1355,1350,1360,0.0,0.0,1.0,0.1,0.4,0.0,0.2,0.0,6.8,2.2,0.6,48.6,15,1
18009,1,49,0,0,10,60,3,14.3,3.6,38,0,19,5.3,0,1,48,9,1240,1210,1270,0.0,0.0,0.6,0.1,0.6,0.0,0.24,0.0,5.6,2.6,0.6,48.6,15,3
18010,1,49,0,0,10,60,3,14.3,3.6,38,0,19,5.3,0,1,48,10,1100,1055,1150,0.0,0.0,1.4,0.0,0.4,0.0,0.12,0.0,1.0,1.2,0.8,48.4,15,10
18011,1,49,0,0,10,60,3,14.3,3.6,38,0,19,5.3,0,1,48,5,1365,1370,1360,0.0,0.0,1.8,0.22,0.4,0.0,0.14,0.0,1.4,1.2,1.0,48.6,15,2
18087,1,55,4,1,72,1828,38,229.0,330.4,465,9,206,102.3,0,2,53,4,1230,1150,1310,0.0,0.0,7.0,15.8,3.0,0.0,3.5,14.0,59.0,5.0,1.0,55.0,19,5
18088,8,54,4,1,72,1828,38,229.0,330.4,465,9,206,102.3,0,2,53,5,1065,1050,1080,0.0,1.0,17.5,8.6,2.0,0.5,4.5,24.7,61.0,11.5,4.5,54.5,19,17
18089,2,54,4,1,72,1828,38,229.0,330.4,465,9,206,102.3,0,2,53,12,1350,1370,1330,0.0,0.67,13.0,5.8,2.33,0.33,3.47,18.2,67.0,10.67,3.67,54.33,19,2
18090,2,55,4,1,72,1828,38,229.0,330.4,465,9,206,102.3,0,2,53,3,1285,1220,1350,0.0,0.5,10.5,5.0,2.5,0.25,3.0,14.55,70.25,10.5,3.25,54.5,19,4
18091,0,53,4,1,72,1828,38,229.0,330.4,465,9,206,102.3,0,2,53,28,1100,1055,1150,0.0,0.4,8.4,4.0,2.0,0.2,2.4,11.64,56.2,8.4,2.6,54.2,19,10
18092,2,53,4,1,72,1828,38,229.0,330.4,465,9,206,102.3,0,2,53,24,1240,1210,1270,0.0,0.4,8.2,5.76,2.0,0.2,3.2,11.64,61.4,14.6,2.8,53.8,19,3
18093,11,53,4,1,72,1828,38,229.0,330.4,465,9,206,102.3,0,2,53,14,1040,1020,1060,0.2,0.4,10.6,10.84,1.8,0.2,4.58,17.12,64.0,17.8,3.4,53.6,19,20
18094,2,53,4,1,72,1828,38,229.0,330.4,465,9,206,102.3,0,2,53,16,1100,1070,1135,0.2,0.4,11.0,13.46,1.4,0.2,5.14,18.36,64.4,19.4,3.4,53.4,19,9
18095,2,54,4,1,72,1828,38,229.0,330.4,465,9,206,102.3,0,2,53,11,1100,1120,1085,0.2,0.4,11.0,13.66,1.0,0.2,5.32,17.88,63.8,21.4,3.4,53.2,19,16
18096,9,53,4,1,72,1828,38,229.0,330.4,465,9,206,102.3,0,2,53,21,1090,1060,1120,0.2,1.0,16.6,18.88,1.0,0.4,7.02,25.88,80.2,25.2,5.2,53.2,19,18
18097,1,53,4,1,72,1828,38,229.0,330.4,465,9,206,102.3,0,2,53,27,1100,1130,1075,0.2,1.0,16.2,14.12,0.6,0.4,5.7,23.92,67.4,18.8,5.0,53.2,19,12
18098,7,53,4,1,72,1828,38,229.0,330.4,465,9,206,102.3,0,2,53,20,1160,1140,1180,0.0,1.0,14.2,11.64,1.0,0.4,5.44,20.2,63.8,22.4,4.2,53.2,19,4
18099,2,53,4,1,72,1828,38,229.0,330.4,465,9,206,102.3,0,2,53,13,1145,1140,1150,0.0,1.0,14.2,11.4,0.8,0.4,5.52,20.16,62.0,23.6,4.2,53.2,19,10
18100,1,53,4,1,72,1828,38,229.0,330.4,465,9,206,102.3,0,2,53,22,1355,1350,1360,0.0,1.0,12.8,10.84,1.2,0.4,5.16,19.92,58.2,21.4,4.0,53.0,19,1
18101,0,54,4,1,72,1828,38,229.0,330.4,465,9,206,102.3,0,2,53,7,1105,1050,1160,0.0,0.4,6.6,5.62,1.4,0.2,3.88,12.4,53.2,21.4,2.2,53.2,19,6
18102,2,53,4,1,72,1828,38,229.0,330.4,465,9,206,102.3,0,2,53,18,1055,1050,1060,0.0,0.4,7.0,7.02,1.2,0.2,4.2,12.96,64.8,22.6,2.4,53.2,19,11
18103,2,53,4,1,72,1828,38,229.0,330.4,465,9,206,102.3,0,2,53,23,1175,1180,1170,0.0,0.0,2.2,4.28,1.2,0.0,2.3,5.72,65.6,13.6,1.4,53.2,19,11
18104,2,54,4,1,72,1828,38,229.0,330.4,465,9,206,102.3,0,2,53,7,1055,1020,1090,0.0,0.0,1.8,6.42,1.2,0.0,3.08,6.64,65.8,18.2,1.4,53.4,19,18
18105,0,54,4,1,72,1828,38,229.0,330.4,465,9,206,102.3,0,2,53,8,1190,1150,1230,0.0,0.0,2.6,6.26,0.6,0.0,2.94,6.64,54.2,16.4,1.2,53.6,19,8
18106,1,53,4,1,72,1828,38,229.0,330.4,465,9,206,102.3,0,2,53,26,1070,1080,1060,0.0,0.0,3.4,6.4,0.4,0.0,2.52,6.16,50.0,12.6,1.4,53.4,19,16
18107,1,53,4,1,72,1828,38,229.0,330.4,465,9,206,102.3,0,2,53,25,1365,1370,1360,0.0,0.0,2.8,4.92,0.8,0.0,2.2,6.44,43.2,10.6,1.2,53.4,19,2
18108,2,53,4,1,72,1828,38,229.0,330.4,465,9,206,102.3,0,2,53,17,1100,1125,1080,0.0,0.0,2.6,7.6,0.8,0.0,2.62,5.92,48.8,12.6,1.2,53.4,19,15
18109,0,53,4,1,72,1828,38,229.0,330.4,465,9,206,102.3,0,2,53,29,1100,1055,1150,0.0,0.0,1.2,4.1,1.0,0.0,1.6,3.2,39.2,8.6,0.8,53.2,19,13
18110,2,54,4,1,72,1828,38,229.0,330.4,465,9,206,102.3,0,2,53,9,1100,1110,1090,0.0,0.0,2.2,4.88,1.4,0.0,2.1,5.16,54.2,10.8,1.2,53.2,19,13
18111,2,53,4,1,72,1828,38,229.0,330.4,465,9,206,102.3,0,2,53,19,1370,1350,1390,0.0,0.0,2.8,5.18,1.6,0.0,2.28,5.16,63.8,12.2,1.4,53.2,19,3
18112,1,54,4,1,72,1828,38,229.0,330.4,465,9,206,102.3,0,2,53,10,1100,1055,1145,0.0,0.0,2.6,5.26,1.4,0.0,2.3,3.88,63.8,13.6,1.4,53.4,19,12
18113,2,53,4,1,72,1828,38,229.0,330.4,465,9,206,102.3,0,2,53,15,1100,1085,1115,0.0,0.0,2.4,5.3,1.2,0.0,2.28,4.8,63.8,12.6,1.4,53.4,19,14
18114,2,54,4,1,72,1828,38,229.0,330.4,465,9,206,102.3,0,2,53,6,1220,1210,1230,0.0,0.0,3.4,6.6,1.2,0.0,2.32,5.0,73.2,11.6,1.8,53.6,19,7
18115,2,55,4,1,72,1828,38,229.0,330.4,465,9,206,102.3,0,2,53,1,1365,1360,1370,0.0,0.0,4.0,5.82,1.2,0.0,1.82,3.04,70.2,9.4,1.8,53.8,19,1
18735,13,75,14,1,110,1490,31,207.8,555.2,653,14,425,141.4,0,1,77,1,1285,1220,1350,0.0,1.5,25.5,1.35,0.5,1.0,6.6,34.2,33.5,30.5,6.5,76.0,6,4
18736,2,76,14,1,110,1490,31,207.8,555.2,653,14,425,141.4,0,1,77,2,1355,1350,1360,0.0,1.0,19.33,1.5,0.67,0.67,4.53,23.0,44.0,21.0,5.0,76.0,6,1
18737,6,75,14,1,110,1490,31,207.8,555.2,653,14,425,141.4,0,1,77,28,1125,1080,1170,0.0,0.75,21.0,4.25,1.25,0.75,5.0,25.65,55.5,20.25,5.25,75.75,6,8
18738,0,74,14,1,110,1490,31,207.8,555.2,653,14,425,141.4,0,1,77,11,1365,1370,1360,0.0,0.6,16.8,3.4,1.0,0.6,4.0,20.52,44.4,16.2,4.2,75.4,6,2
18739,0,76,14,1,110,1490,31,207.8,555.2,653,14,425,141.4,0,1,77,17,1175,1180,1170,0.0,0.6,16.8,3.4,1.0,0.6,4.0,20.52,44.4,16.2,4.2,75.2,6,11
18740,2,75,14,1,110,1490,31,207.8,555.2,653,14,425,141.4,0,1,77,26,1350,1370,1330,0.0,0.0,7.6,2.98,1.2,0.2,1.52,6.84,43.6,5.6,2.0,75.2,6,2
18741,6,76,14,1,110,1490,31,207.8,555.2,653,14,425,141.4,0,1,77,20,1240,1210,1270,0.0,0.0,12.0,5.36,1.8,0.4,2.86,14.44,48.6,9.0,2.8,75.2,6,3
18742,0,75,14,1,110,1490,31,207.8,555.2,653,14,425,141.4,0,1,77,10,1100,1085,1115,0.0,0.0,6.8,2.86,1.2,0.2,1.58,7.72,30.6,5.4,1.6,75.2,6,14
18743,0,75,14,1,110,1490,31,207.8,555.2,653,14,425,141.4,0,1,77,25,1100,1130,1075,0.0,0.0,6.8,2.86,1.2,0.2,1.58,7.72,30.6,5.4,1.6,75.4,6,12
18744,2,75,14,1,110,1490,31,207.8,555.2,653,14,425,141.4,0,1,77,15,1095,1125,1065,0.0,0.0,7.0,5.32,1.8,0.2,2.1,7.72,48.6,8.2,2.0,75.2,6,15
18745,2,75,14,1,110,1490,31,207.8,555.2,653,14,425,141.4,0,1,77,14,1220,1210,1230,0.0,0.0,8.2,9.22,1.4,0.2,2.8,8.52,54.0,10.4,2.0,75.2,6,7
18746,1,76,14,1,110,1490,31,207.8,555.2,653,14,425,141.4,0,1,77,18,1055,1020,1090,0.0,0.0,3.2,9.24,0.6,0.0,1.86,2.52,46.4,7.0,1.0,75.2,6,18
18747,5,76,14,1,110,1490,31,207.8,555.2,653,14,425,141.4,0,1,77,6,1030,1045,1020,0.0,0.0,8.6,9.4,0.6,0.2,3.12,9.88,50.4,12.0,2.0,75.4,6,20
18748,8,74,14,1,110,1490,31,207.8,555.2,653,14,425,141.4,0,1,77,13,1190,1150,1230,0.0,0.4,13.6,9.76,0.8,0.4,4.14,16.0,66.4,15.8,3.6,75.2,6,8
18749,1,76,14,1,110,1490,31,207.8,555.2,653,14,425,141.4,0,1,77,22,1160,1140,1180,0.0,0.4,14.0,9.44,0.2,0.4,4.0,16.04,56.8,14.6,3.4,75.4,6,4
18750,7,76,14,1,110,1490,31,207.8,555.2,653,14,425,141.4,0,1,77,19,1100,1125,1080,0.0,0.6,17.8,12.38,0.8,0.6,7.0,26.52,56.8,31.2,4.4,75.6,6,17
18751,1,75,14,1,110,1490,31,207.8,555.2,653,14,425,141.4,0,1,77,9,1100,1120,1085,0.0,0.6,17.6,11.68,0.8,0.6,6.78,25.32,50.4,30.8,4.4,75.4,6,16
18752,6,76,14,1,110,1490,31,207.8,555.2,653,14,425,141.4,0,1,77,21,1365,1360,1370,0.0,0.6,16.8,11.88,1.4,0.6,7.8,26.16,64.4,40.0,4.6,75.4,6,1
18753,2,76,14,1,110,1490,31,207.8,555.2,653,14,425,141.4,0,1,77,16,1170,1110,1230,0.0,0.2,12.4,11.78,1.8,0.4,6.94,20.04,61.0,37.6,3.4,75.8,6,5
18754,0,74,14,1,110,1490,31,207.8,555.2,653,14,425,141.4,0,1,77,12,1100,1055,1145,0.0,0.2,11.8,9.64,1.8,0.4,6.56,20.0,52.6,36.0,3.2,75.4,6,12
18755,6,76,14,1,110,1490,31,207.8,555.2,653,14,425,141.4,0,1,77,7,1050,1050,1050,0.0,0.0,10.2,7.64,1.2,0.4,5.5,17.24,52.6,30.2,3.0,75.4,6,19
18756,0,76,14,1,110,1490,31,207.8,555.2,653,14,425,141.4,0,1,77,23,1090,1060,1120,0.0,0.0,9.6,5.58,1.2,0.4,5.24,16.72,48.6,30.2,2.8,75.6,6,18
18757,13,75,14,1,110,1490,31,207.8,555.2,653,14,425,141.4,0,1,77,8,1100,1055,1150,0.0,0.6,15.2,5.88,0.8,0.6,5.88,21.88,47.6,31.2,4.2,75.4,6,10
18758,2,77,14,1,110,1490,31,207.8,555.2,653,14,425,141.4,0,1,77,3,1370,1350,1390,0.0,0.6,15.6,7.78,0.2,0.6,6.38,22.52,49.2,33.6,4.2,75.6,6,3
18759,0,75,14,1,110,1490,31,207.8,555.2,653,14,425,141.4,0,1,77,24,1065,1050,1080,0.0,0.6,15.6,7.78,0.2,0.6,6.38,22.52,49.2,33.6,4.2,75.8,6,17
18760,8,75,14,1,110,1490,31,207.8,555.2,653,14,425,141.4,0,1,77,27,1100,1105,1100,0.0,1.0,17.2,3.06,0.2,0.6,5.18,21.28,45.0,27.4,4.6,75.6,6,14
18761,2,77,14,1,110,1490,31,207.8,555.2,653,14,425,141.4,0,1,77,4,1100,1070,1135,0.0,1.0,18.6,3.4,0.8,0.6,5.66,21.68,59.6,31.4,5.0,75.8,6,9
19599,11,64,1,1,25,439,6,85.0,67.2,97,2,73,24.5,0,0,64,13,1095,1125,1065,0.5,1.0,18.0,2.2,0.0,0.5,3.1,18.1,41.5,10.5,5.5,64.0,7,15
19600,0,64,1,1,25,439,6,85.0,67.2,97,2,73,24.5,0,0,64,27,1355,1350,1360,0.33,0.67,12.0,1.47,0.0,0.33,2.07,12.07,27.67,7.0,3.67,64.0,7,1
19601,1,65,1,1,25,439,6,85.0,67.2,97,2,73,24.5,0,0,64,5,1210,1180,1240,0.25,0.5,10.5,1.35,0.25,0.25,1.75,9.8,27.25,6.25,3.0,64.25,7,9
19602,0,64,1,1,25,439,6,85.0,67.2,97,2,73,24.5,0,0,64,19,1285,1220,1350,0.2,0.4,8.4,1.08,0.2,0.2,1.4,7.84,21.8,5.0,2.4,64.2,7,4
19603,0,64,1,1,25,439,6,85.0,67.2,97,2,73,24.5,0,0,64,24,1160,1140,1180,0.2,0.4,8.4,1.08,0.2,0.2,1.4,7.84,21.8,5.0,2.4,64.2,7,4
19604,0,64,1,1,25,439,6,85.0,67.2,97,2,73,24.5,0,0,64,28,1100,1125,1080,0.0,0.0,1.2,0.2,0.2,0.0,0.16,0.6,5.2,0.8,0.2,64.2,7,15
19605,0,64,1,1,25,439,6,85.0,67.2,97,2,73,24.5,0,0,64,20,1065,1050,1080,0.0,0.0,1.2,0.2,0.2,0.0,0.16,0.6,5.2,0.8,0.2,64.2,7,17
19607,1,65,1,1,25,439,6,85.0,67.2,97,2,73,24.5,0,0,64,9,1030,1045,1020,0.0,0.0,-0.2,0.34,0.0,0.0,0.1,0.2,5.4,0.4,0.2,64.2,7,20
19608,0,65,1,1,25,439,6,85.0,67.2,97,2,73,24.5,0,0,64,6,1045,1050,1040,0.0,0.0,-0.2,0.34,0.0,0.0,0.1,0.2,5.4,0.4,0.2,64.4,7,19
19609,1,65,1,1,25,439,6,85.0,67.2,97,2,73,24.5,0,0,64,7,1100,1120,1085,0.0,0.0,0.8,4.78,0.0,0.0,0.68,1.2,8.0,0.8,0.4,64.6,7,16
19610,1,64,1,1,25,439,6,85.0,67.2,97,2,73,24.5,0,0,64,11,1055,1050,1060,0.0,0.0,1.0,4.84,0.0,0.0,0.78,1.2,10.2,2.4,0.6,64.6,7,11
19611,1,64,1,1,25,439,6,85.0,67.2,97,2,73,24.5,0,0,64,16,1100,1130,1075,0.0,0.0,1.2,8.06,0.2,0.0,1.46,2.24,21.2,5.0,0.8,64.6,7,12
19612,0,65,1,1,25,439,6,85.0,67.2,97,2,73,24.5,0,0,64,1,1100,1105,1100,0.0,0.0,1.4,7.72,0.2,0.0,1.36,2.04,15.8,4.6,0.6,64.6,7,14
19613,1,64,1,1,25,439,6,85.0,67.2,97,2,73,24.5,0,0,64,12,1090,1060,1120,0.0,0.0,2.0,7.78,0.2,0.0,1.36,2.04,18.0,4.6,0.8,64.4,7,18
19614,2,64,1,1,25,439,6,85.0,67.2,97,2,73,24.5,0,0,64,14,1105,1050,1160,0.0,0.0,2.2,3.56,0.4,0.0,0.86,1.68,27.4,4.2,1.0,64.2,7,6
19615,2,65,1,1,25,439,6,85.0,67.2,97,2,73,24.5,0,0,64,4,1350,1370,1330,0.0,0.0,3.2,5.66,0.6,0.0,1.4,2.56,38.4,6.0,1.2,64.4,7,2
19616,0,64,1,1,25,439,6,85.0,67.2,97,2,73,24.5,0,0,64,18,1100,1055,1150,0.0,0.0,3.0,2.44,0.4,0.0,0.72,1.52,27.4,3.4,1.0,64.4,7,10
19617,0,64,1,1,25,439,6,85.0,67.2,97,2,73,24.5,0,0,64,26,1175,1180,1170,0.0,0.0,3.0,2.44,0.4,0.0,0.72,1.52,27.4,3.4,1.0,64.2,7,11
19618,1,65,1,1,25,439,6,85.0,67.2,97,2,73,24.5,0,0,64,10,1365,1360,1370,0.0,0.0,3.0,2.38,0.4,0.0,0.72,1.52,26.0,3.4,1.0,64.4,7,1
19619,0,64,1,1,25,439,6,85.0,67.2,97,2,73,24.5,0,0,64,22,1100,1085,1115,0.0,0.0,1.8,2.16,0.2,0.0,0.64,0.88,14.0,3.4,0.6,64.4,7,14
19620,1,65,1,1,25,439,6,85.0,67.2,97,2,73,24.5,0,0,64,3,1100,1125,1080,0.0,0.0,1.2,2.9,0.4,0.0,0.54,0.28,12.6,2.2,0.4,64.4,7,17
19621,0,64,1,1,25,439,6,85.0,67.2,97,2,73,24.5,0,0,64,21,1230,1150,1310,0.0,0.0,1.2,2.9,0.4,0.0,0.54,0.28,12.6,2.2,0.4,64.4,7,5
19622,0,64,1,1,25,439,6,85.0,67.2,97,2,73,24.5,0,0,64,15,1190,1150,1230,0.0,0.0,1.2,2.9,0.4,0.0,0.54,0.28,12.6,2.2,0.4,64.4,7,8
19623,0,64,1,1,25,439,6,85.0,67.2,97,2,73,24.5,0,0,64,25,1055,1020,1090,0.0,0.0,0.6,2.9,0.4,0.0,0.54,0.28,11.8,2.2,0.2,64.2,7,18
19624,1,65,1,1,25,439,6,85.0,67.2,97,2,73,24.5,0,0,64,2,1170,1110,1230,0.0,0.0,1.2,5.1,0.4,0.0,0.84,1.12,12.8,2.2,0.4,64.4,7,5
19625,1,65,1,1,25,439,6,85.0,67.2,97,2,73,24.5,0,0,64,8,1100,1055,1150,0.0,0.0,0.8,2.52,0.0,0.0,0.78,1.56,4.8,3.8,0.4,64.4,7,13
19627,1,45,7,3,85,1509,25,297.7,391.2,564,11,293,125.3,0,4,45,7,1365,1370,1360,0.0,0.0,0.0,0.4,0.5,0.0,0.1,0.6,3.5,0.0,0.5,45.5,12,2
19628,5,46,7,3,85,1509,25,297.7,391.2,564,11,293,125.3,0,4,45,14,1285,1220,1350,0.0,0.0,6.33,4.3,0.67,0.33,3.8,13.27,25.67,20.33,2.0,45.67,12,4
19629,8,45,7,3,85,1509,25,297.7,391.2,564,11,293,125.3,0,4,45,25,1105,1050,1160,0.0,0.5,11.25,3.42,0.75,0.5,4.22,18.25,38.5,20.5,3.5,45.5,12,6
19630,7,45,7,3,85,1509,25,297.7,391.2,564,11,293,125.3,0,4,45,27,1045,1050,1040,0.0,0.8,15.2,5.92,0.6,0.6,4.94,21.68,48.8,21.8,4.2,45.4,12,19
19631,1,45,7,3,85,1509,25,297.7,391.2,564,11,293,125.3,0,4,45,4,1100,1110,1090,0.0,0.8,14.6,6.18,0.8,0.6,5.48,22.32,60.6,26.2,4.4,45.2,12,13
19632,9,45,7,3,85,1509,25,297.7,391.2,564,11,293,125.3,0,4,45,10,1050,1050,1050,0.0,1.4,22.2,11.16,0.8,0.8,7.42,30.8,72.8,32.2,6.0,45.2,12,19
19633,5,45,7,3,85,1509,25,297.7,391.2,564,11,293,125.3,0,4,45,13,1030,1045,1020,0.2,1.4,22.4,11.06,0.6,0.6,6.14,27.8,71.8,22.6,6.0,45.0,12,20
19634,2,45,7,3,85,1509,25,297.7,391.2,564,11,293,125.3,0,4,45,3,1230,1150,1310,0.2,1.0,16.4,11.34,0.8,0.4,5.26,21.16,70.8,20.4,4.8,45.0,12,5
19635,2,45,7,3,85,1509,25,297.7,391.2,564,11,293,125.3,0,4,45,26,1365,1360,1370,0.2,0.6,12.4,14.16,1.0,0.2,4.62,16.48,70.8,15.8,3.8,45.0,12,1
19636,13,45,7,3,85,1509,25,297.7,391.2,564,11,293,125.3,0,4,45,28,1090,1060,1120,0.2,1.2,25.6,21.86,1.4,0.6,7.64,31.72,77.0,23.2,6.2,45.0,12,18
19637,1,45,7,3,85,1509,25,297.7,391.2,564,11,293,125.3,0,4,45,23,1100,1125,1080,0.2,0.6,18.2,18.88,1.4,0.4,6.0,23.8,72.4,17.6,4.6,45.0,12,17
19638,2,45,7,3,85,1509,25,297.7,391.2,564,11,293,125.3,0,4,45,12,1280,1210,1355,0.0,0.6,14.6,19.26,1.4,0.4,5.92,20.36,75.4,19.8,4.0,45.0,12,6
19639,0,45,7,3,85,1509,25,297.7,391.2,564,11,293,125.3,0,4,45,5,1190,1150,1230,0.0,0.6,15.4,18.82,1.0,0.4,5.7,20.36,61.0,17.8,3.6,45.0,12,8
19640,1,45,7,3,85,1509,25,297.7,391.2,564,11,293,125.3,0,4,45,6,1100,1070,1135,0.0,0.6,13.0,12.94,1.0,0.4,5.74,19.4,48.2,25.0,3.4,45.0,12,9
19641,2,45,7,3,85,1509,25,297.7,391.2,564,11,293,125.3,0,4,45,28,1040,1020,1060,0.0,0.0,0.2,6.68,0.8,0.0,3.46,5.32,48.2,22.4,1.2,45.0,12,20
19642,1,45,7,3,85,1509,25,297.7,391.2,564,11,293,125.3,0,4,45,24,1055,1050,1060,0.0,0.0,0.4,6.78,0.6,0.0,3.74,4.84,44.6,25.6,1.2,45.0,12,11
19643,5,46,7,3,85,1509,25,297.7,391.2,564,11,293,125.3,0,4,45,19,1175,1180,1170,0.2,0.0,4.0,6.44,0.6,0.0,3.28,4.6,42.8,21.6,1.8,45.2,12,11
19644,1,46,7,3,85,1509,25,297.7,391.2,564,11,293,125.3,0,4,45,18,1065,1050,1080,0.2,0.0,5.0,9.68,0.8,0.0,4.62,5.88,56.6,30.4,2.0,45.4,12,17
19645,6,45,7,3,85,1509,25,297.7,391.2,564,11,293,125.3,0,4,45,2,1240,1210,1270,0.2,0.2,11.6,12.52,1.2,0.2,5.34,12.12,66.4,28.6,3.0,45.4,12,3
